,datetime_col,ERCOT.LOAD,ERCOT.PVGR.GEN,"Total Solar Installed, MW","Solar Output, % of Load","Solar Output, % of Installed",Solar 1-hr MW change,Solar 1-hr % change,Daytime Hour,Ramping Daytime Hour
0,2022-01-01 01:00:00,38124.26197482639,0.1223035460627741,9323,0.0003208023964989,0.0013118475390193,,,0.0,0.0
1,2022-01-01 02:00:00,37122.94680338541,0.110246879176961,9323,0.0002969777150528,0.0011825257875894,0.0,0.0,0.0,0.0
2,2022-01-01 03:00:00,35936.74794921875,0.1115235458811124,9323,0.0003103328827602,0.001196219520338,0.0,0.0,0.0,0.0
3,2022-01-01 04:00:00,35132.55594726562,0.1168568792939186,9323,0.0003326170730911,0.0012534257137607,0.0,0.0,0.0,0.0
4,2022-01-01 05:00:00,34602.74180989584,0.1251479905264245,9323,0.0003616707346891,0.0013423575085962,0.0,0.0,0.0,0.0
5,2022-01-01 06:00:00,34450.63030598958,0.125281323865056,9323,0.0003636546639417,0.0013437876634672,0.0,0.0,0.0,0.0
6,2022-01-01 07:00:00,34571.19724609375,0.1216046571007205,9323,0.0003517513617913,0.0013043511434165,0.0,0.0,0.0,0.0
7,2022-01-01 08:00:00,34634.72380208333,7.473068629130721,9323,0.021576810231936,0.080157338079274,7.4,6085.293258029469,1.0,1.0
8,2022-01-01 09:00:00,35603.62900390625,1343.913132625156,9323,3.774652107732356,14.41502877426961,1336.4,17882.88140149801,1.0,1.0
9,2022-01-01 10:00:00,37914.26169921875,3458.611778157552,9323,9.122192080635502,37.09762713887753,2114.7,157.3539203288545,1.0,1.0
10,2022-01-01 11:00:00,39986.40915690104,3243.170771959093,9323,8.110682705299562,34.78677219735163,-215.4,-6.227932298164625,1.0,1.0
11,2022-01-01 12:00:00,41833.35782118056,2691.277233886719,9323,6.433328267338139,28.86707319410832,-551.9,-17.01729692348625,1.0,1.0
12,2022-01-01 13:00:00,43161.85118055555,3589.896604003906,9323,8.317290630067223,38.50580933180206,898.6,33.38935092548046,1.0,1.0
13,2022-01-01 14:00:00,44005.55006293403,4741.782546115452,9323,10.775419326276,50.86112352370967,1151.9,32.08727512417087,1.0,1.0
14,2022-01-01 15:00:00,44248.12307725695,5070.43607313368,9323,11.45909864759852,54.38631420287118,328.7,6.931992279343905,1.0,1.0
15,2022-01-01 16:00:00,44207.62366753472,4631.725979003906,9323,10.4772109304879,49.68063905399448,-438.7,-8.652115787920197,1.0,1.0
16,2022-01-01 17:00:00,44336.69293836805,2012.546309204102,9323,4.539234155334318,21.58689594770033,-2619.2,-56.54911391289349,1.0,1.0
17,2022-01-01 18:00:00,44981.35093098958,231.8824531576369,9323,0.5155079791031423,2.48720855044124,-1780.7,-88.47995158452828,1.0,1.0
18,2022-01-01 19:00:00,46107.46625217014,0.4603189270363914,9323,0.0009983609260132,0.004937454971966,-231.4,-99.79194063584066,0.0,1.0
19,2022-01-01 20:00:00,45944.13196397569,0.4408397952053282,9323,0.0009595127307029,0.0047285186657227,0.0,0.0,0.0,0.0
20,2022-01-01 21:00:00,45758.16768446181,0.4658398024241129,9323,0.0010180473257505,0.004996672770826,0.0,0.0,0.0,0.0
21,2022-01-01 22:00:00,45518.72404296875,0.4397286850876279,9323,0.0009660391285848,0.0047166007195927,0.0,0.0,0.0,0.0
22,2022-01-01 23:00:00,44806.16650065104,0.4532009105218782,9323,0.0010114699513855,0.0048611059800694,0.0,0.0,0.0,0.0
23,2022-01-02 00:00:00,43861.28494357639,0.4573953559663561,9323,0.0010428225177505,0.0049060962776612,0.0,0.0,0.0,0.0
24,2022-01-02 01:00:00,42880.09008680555,0.4265064597129822,9323,0.0009946491689956,0.0045747770000319,0.0,0.0,0.0,0.0
25,2022-01-02 02:00:00,42167.28437934028,0.4265064597129822,9323,0.0010114629528335,0.0045747770000319,0.0,0.0,0.0,0.0
26,2022-01-02 03:00:00,42061.13210720486,0.4265064597129822,9323,0.0010140156442434,0.0045747770000319,0.0,0.0,0.0,0.0
27,2022-01-02 04:00:00,42512.42204644097,0.4265064597129822,9323,0.0010032513773199,0.0045747770000319,0.0,0.0,0.0,0.0
28,2022-01-02 05:00:00,43465.53775390625,0.4265064597129822,9323,0.0009812520027424,0.0045747770000319,0.0,0.0,0.0,0.0
29,2022-01-02 06:00:00,44869.96460503472,0.4265064597129822,9323,0.0009505388815598,0.0045747770000319,0.0,0.0,0.0,0.0
30,2022-01-02 07:00:00,46848.31689236111,0.4265064597129822,9323,0.0009103986823964,0.0045747770000319,0.0,0.0,0.0,0.0
31,2022-01-02 08:00:00,49302.94646158854,16.59602271563477,9323,0.0336613202794372,0.1780116133823315,16.2,3798.301205309247,1.0,1.0
32,2022-01-02 09:00:00,51361.17352105035,1862.874168904622,9323,3.627008577093988,19.98148845762761,1846.3,11124.95464507071,1.0,1.0
33,2022-01-02 10:00:00,52452.76253689236,5494.737757432726,9323,10.47559268888465,58.93744242660867,3631.9,194.9621751497887,1.0,1.0
34,2022-01-02 11:00:00,52303.30008680555,6236.193375651042,9323,11.92313556754755,66.89041484126399,741.5,13.49472955277936,1.0,1.0
35,2022-01-02 12:00:00,51421.93899956597,6051.991735568577,9323,11.76927952020568,64.91463837357692,-184.2,-2.953724955342168,1.0,1.0
36,2022-01-02 13:00:00,50253.52728515625,6221.893627387153,9323,12.38100878388483,66.73703343759684,169.9,2.807340251333607,1.0,1.0
37,2022-01-02 14:00:00,48523.39548502604,6476.214781629775,9323,13.34658202892723,69.46492311090608,254.3,4.087180129223646,1.0,1.0
38,2022-01-02 15:00:00,47014.7374110243,6795.774136284722,9323,14.45456150668877,72.89256823216478,319.6,4.934981478788616,1.0,1.0
39,2022-01-02 16:00:00,46134.27322699653,6831.145528021919,9323,14.80709470464686,73.27196747851463,35.4,0.5209119563139767,1.0,1.0
40,2022-01-02 17:00:00,46227.04342447917,5168.698037109375,9323,11.1811131628036,55.4402878591588,-1662.4,-24.3355963239357,1.0,1.0
41,2022-01-02 18:00:00,48727.71497612847,955.7195219858488,9323,1.96134688945306,10.25120156586773,-4213.0,-81.50988836554563,1.0,1.0
42,2022-01-02 19:00:00,51674.80461588542,0.2879607470168008,9323,0.0005572556087193,0.0030887133649769,-955.4,-99.96656738943818,0.0,1.0
43,2022-01-02 20:00:00,52376.05600260416,0.1374366283416748,9323,0.0002624035462594,0.0014741674175874,-0.2,-69.45391067079403,0.0,0.0
44,2022-01-02 21:00:00,52325.92380642361,0.1374366283416748,9323,0.0002626549487212,0.0014741674175874,0.0,0.0,0.0,0.0
45,2022-01-02 22:00:00,52011.42921875,0.1374366283416748,9323,0.0002642431296468,0.0014741674175874,0.0,0.0,0.0,0.0
46,2022-01-02 23:00:00,50708.52121961806,0.1374366283416748,9323,0.0002710326095814,0.0014741674175874,0.0,0.0,0.0,0.0
47,2022-01-03 00:00:00,49443.94142578125,0.1374366283416748,9323,0.0002779645480892,0.0014741674175874,0.0,0.0,0.0,0.0
48,2022-01-03 01:00:00,48507.53263671875,0.1374366283416748,9323,0.000283330486774,0.0014741674175874,0.0,0.0,0.0,0.0
49,2022-01-03 02:00:00,48267.59077473958,0.1374366283416748,9323,0.0002847389441562,0.0014741674175874,0.0,0.0,0.0,0.0
50,2022-01-03 03:00:00,48383.01708658854,0.1374366283416748,9323,0.0002840596486484,0.0014741674175874,0.0,0.0,0.0,0.0
51,2022-01-03 04:00:00,49061.04983072916,0.1374366283416748,9323,0.0002801338919893,0.0014741674175874,0.0,0.0,0.0,0.0
52,2022-01-03 05:00:00,50362.28210720486,0.1438810727331374,9323,0.0002856921225826,0.0015432915663749,0.0,0.0,0.0,0.0
53,2022-01-03 06:00:00,52623.94143012153,0.1374366283416748,9323,0.0002611674926025,0.0014741674175874,0.0,0.0,0.0,0.0
54,2022-01-03 07:00:00,55639.62820529514,0.137742256588406,9323,0.0002475614252492,0.0014774456354006,0.0,0.0,0.0,0.0
55,2022-01-03 08:00:00,57623.28524522569,64.46453636338727,9323,0.1118723725817566,0.6914570027178726,64.3,46681.3900052021,1.0,1.0
56,2022-01-03 09:00:00,57022.46608506944,2569.791670939127,9323,4.506630188714325,27.56399947376518,2505.3,3886.322839394357,1.0,1.0
57,2022-01-03 10:00:00,54317.33876736111,6649.70444390191,9323,12.24232371247479,71.3258011788256,4079.9,158.7638424600001,1.0,1.0
58,2022-01-03 11:00:00,51489.98108940972,7083.867709418403,9323,13.75775939229348,75.9827063114706,434.2,6.529613513848449,1.0,1.0
59,2022-01-03 12:00:00,48692.69394097223,6769.654909396701,9323,13.90281449123193,72.61240919657516,-314.2,-4.435430091138677,1.0,1.0
60,2022-01-03 13:00:00,46318.22475911459,6567.312905951606,9323,14.17868007702363,70.44205626892209,-202.3,-2.988335486927038,1.0,1.0
61,2022-01-03 14:00:00,44410.79226236979,6667.759596761068,9323,15.01382717374038,71.51946365720335,100.4,1.528783559391739,1.0,1.0
62,2022-01-03 15:00:00,42984.64893229167,6978.424416232639,9323,16.23468980106102,74.85170456111379,310.7,4.659736085130088,1.0,1.0
63,2022-01-03 16:00:00,42357.11386827257,6694.64385687934,9323,15.80524083321441,71.8078285624728,-283.8,-4.066820575427423,1.0,1.0
64,2022-01-03 17:00:00,42581.94744140625,4141.725390625,9323,9.726481853194032,44.42481380054703,-2552.9,-38.13346989887549,1.0,1.0
65,2022-01-03 18:00:00,44934.17748263889,569.4842392834028,9323,1.267374348853794,6.108379698416848,-3572.2,-86.24907890044693,1.0,1.0
66,2022-01-03 19:00:00,48097.13695638021,0.1566306275957161,9323,0.0003256547842707,0.0016800453458727,-569.3,-99.96764804524976,0.0,1.0
67,2022-01-03 20:00:00,49042.96122612847,0.1515259742736816,9323,0.0003089657934296,0.0016252920119455,0.0,0.0,0.0,0.0
68,2022-01-03 21:00:00,49360.04629340277,0.1515259742736816,9323,0.0003069810213973,0.0016252920119455,0.0,0.0,0.0,0.0
69,2022-01-03 22:00:00,48733.7660047743,0.1515259742736816,9323,0.0003109260512697,0.0016252920119455,0.0,0.0,0.0,0.0
70,2022-01-03 23:00:00,47183.64315755208,0.1515259742736816,9323,0.0003211408957288,0.0016252920119455,0.0,0.0,0.0,0.0
71,2022-01-04 00:00:00,45514.05920572917,0.1515259742736816,9323,0.0003329212487701,0.0016252920119455,0.0,0.0,0.0,0.0
72,2022-01-04 01:00:00,44413.79244791667,0.1546370861265395,9323,0.0003481735686225,0.0016586622989009,0.0,0.0,0.0,0.0
73,2022-01-04 02:00:00,43947.65141927083,0.1515259742736816,9323,0.000344787421808,0.0016252920119455,0.0,0.0,0.0,0.0
